id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1831	0	0	0	4	4	0	4	0	0
1857	0	0	4	6	2	0	6	4	4
1844	0	0	11	61	22	7	61	39	11
1870	0	0	32	98	52	8	98	46	32
1858	0	97	98	99	1	0	2	1	1
1872	0	91	99	106	7	0	15	8	8
1832	0	19	129	159	30	0	140	110	110
1884	0	151	161	180	19	0	29	10	10
1871	0	34	61	197	53	67	163	110	27
1883	0	0	6	232	40	6	232	192	6
1873	0	151	159	267	37	7	116	79	8
1874	0	233	267	269	2	0	36	34	34
1845	0	296	312	359	47	0	63	16	16
1833	0	255	271	367	40	19	112	72	16
1875	0	296	309	400	36	8	104	68	13
1859	0	255	269	535	72	33	280	208	14
1834	0	479	498	540	9	18	61	52	19
1860	0	488	496	545	10	29	57	47	8
1876	0	403	454	572	69	5	169	100	51
1835	0	562	572	601	29	0	39	10	10
1836	0	581	601	636	35	0	55	20	20
1885	0	611	636	663	27	0	52	25	25
1837	0	639	663	682	19	0	43	24	24
1861	0	664	682	728	35	6	64	29	18
1847	0	666	684	767	21	17	101	80	18
1880	0	700	738	769	14	3	69	55	38
1863	0	786	817	821	4	0	35	31	31
1862	0	717	728	846	44	36	129	85	11
1879	0	513	778	855	48	10	342	294	265
1838	0	663	688	864	16	139	201	185	25
1882	0	853	864	878	14	0	25	11	11
1878	0	467	505	943	54	17	476	422	38
1881	0	842	878	944	26	5	102	76	36
1864	0	910	945	950	5	0	40	35	35
1865	0	967	973	985	12	0	18	6	6
1886	0	943	944	1021	27	21	78	51	1
1840	0	929	985	1031	32	5	102	70	56
1839	0	910	950	1091	36	50	181	145	40
1848	0	1043	1055	1100	37	1	57	20	12
1843	0	1112	1116	1145	8	1	33	25	4
1887	0	1046	1048	1171	33	20	125	92	2
1888	0	1145	1171	1172	1	0	27	26	26
1842	0	1087	1123	1187	28	30	100	72	36
1841	0	953	1187	1257	35	1	304	269	234
1867	0	1270	1277	1303	15	2	33	18	7
1850	0	1244	1257	1317	34	6	73	39	13
1853	0	1298	1317	1335	18	0	37	19	19
1851	0	1281	1287	1339	13	28	58	45	6
1849	0	1237	1339	1363	24	0	126	102	102
1868	0	1323	1335	1406	8	42	83	75	12
1866	0	1098	1100	1411	88	46	313	225	2
1890	0	1392	1411	1442	31	0	50	19	19
1889	0	1377	1391	1457	28	27	80	52	14
1852	0	1291	1484	1564	55	6	273	218	193
1891	0	1425	1457	1569	57	24	144	87	32
1854	0	1517	1576	1601	25	0	84	59	59
1855	0	1548	1569	1678	22	8	130	108	21
1877	0	410	1611	1688	63	13	1278	1215	1201
1846	0	497	1688	1754	66	0	1257	1191	1191
1856	0	1606	1610	1780	31	39	174	143	4
1869	0	1717	1754	1824	22	44	107	85	37
1892	0	1943	1943	1996	51	2	53	2	0
1895	0	1990	1996	2113	60	6	123	63	6
1894	0	1978	2004	2131	28	39	153	125	26
1893	0	1970	1997	2135	50	68	165	115	27
0	0	0	0	2135	14004	0	2135	-11869	0
