id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
24001	0	0	0	4	4	0	4	0	0
24051	0	0	0	70	22	7	70	48	0
24002	0	19	30	89	30	0	70	40	11
24151	0	0	30	119	52	8	119	67	30
24102	0	97	126	127	1	0	30	29	29
24153	0	91	127	134	7	0	43	36	36
24101	0	0	147	149	2	0	149	147	147
24201	0	0	19	171	40	6	171	131	19
24202	0	151	194	213	19	0	62	43	43
24155	0	233	233	235	2	0	2	0	0
24152	0	34	91	257	53	67	223	170	57
24154	0	151	213	276	37	7	125	88	62
24003	0	255	278	416	40	19	161	121	23
24156	1	296	340	497	36	8	201	165	44
24004	0	479	479	517	9	18	38	29	0
24159	0	467	467	660	54	17	193	139	0
24007	0	639	663	684	19	0	45	26	24
24104	0	488	488	714	10	29	226	216	0
24054	0	666	691	737	21	17	71	50	25
24161	0	700	703	763	14	3	63	49	3
24203	0	611	660	805	27	0	194	167	49
24107	0	786	805	809	4	0	23	19	19
24053	0	497	497	836	66	0	339	273	0
24008	0	663	684	880	16	139	217	201	21
24163	0	853	880	894	14	0	41	27	27
24106	0	717	763	897	44	36	180	136	46
24108	0	910	910	915	5	0	5	0	0
24109	0	967	984	996	12	0	29	17	17
24164	0	938	938	1022	24	1	84	60	0
24010	0	929	929	1032	32	5	103	71	0
24009	0	910	910	1086	36	50	176	140	0
24165	0	1056	1073	1093	9	2	37	28	17
24206	0	1145	1149	1150	1	0	5	4	4
24012	0	1087	1097	1193	28	30	106	78	10
24013	0	1112	1178	1199	8	1	87	79	66
24055	0	1043	1046	1201	37	1	158	121	3
24014	0	1144	1174	1213	16	20	69	53	30
24204	0	943	953	1245	27	21	302	275	10
24166	0	1216	1224	1281	14	0	65	51	8
24060	0	1298	1323	1341	18	0	43	25	25
24056	0	1237	1281	1386	24	0	149	125	44
24057	0	1244	1269	1391	34	6	147	113	25
24111	0	1270	1359	1453	15	2	183	168	89
24112	0	1323	1353	1455	8	42	132	124	30
24207	0	1377	1393	1489	28	27	112	84	16
24205	1	1046	1098	1498	33	20	452	419	52
24058	0	1281	1463	1504	13	28	223	210	182
24062	0	1548	1548	1578	22	8	30	8	0
24005	1	562	581	1582	29	0	1020	991	19
24209	0	1425	1436	1587	57	24	162	105	11
24061	1	1517	1517	1588	25	0	71	46	0
24006	1	581	611	1595	35	0	1014	979	30
24011	1	953	958	1597	35	1	644	609	5
24105	1	664	695	1603	35	6	939	904	31
24208	1	1392	1395	1632	31	0	240	209	3
24063	0	1606	1606	1676	31	39	70	39	0
24167	0	1650	1650	1705	32	0	55	23	0
24065	0	1701	1705	1742	18	7	41	23	4
24064	0	1700	1700	1779	11	0	79	68	0
24169	0	1741	1746	1795	33	5	54	21	5
24113	0	1717	1724	1829	22	44	112	90	7
24168	0	1724	1733	1885	39	50	161	122	9
24114	0	1874	1874	1908	15	8	34	19	0
24158	1	410	416	1920	63	13	1510	1447	6
24110	1	1098	1112	1928	88	46	830	742	14
24162	1	842	853	1941	26	5	1099	1073	11
24066	0	1971	1978	1984	6	0	13	7	7
24210	0	1943	1943	2009	51	2	66	15	0
24170	0	2043	2050	2053	3	0	10	7	7
24212	0	1978	1990	2099	28	39	121	93	12
24211	0	1970	1970	2141	50	68	171	121	0
24067	0	2141	2141	2146	5	0	5	0	0
24214	0	2097	2099	2158	7	19	61	54	2
24052	1	296	296	2179	47	0	1883	1836	0
24213	1	1990	2009	2186	60	6	196	136	19
24016	0	2192	2192	2212	20	0	20	0	0
24103	1	255	276	2222	72	33	1967	1895	21
24215	0	2260	2266	2285	9	0	25	16	6
24018	0	2274	2275	2341	39	9	67	28	1
24115	0	2321	2352	2365	4	0	44	40	31
24017	0	2223	2223	2366	23	29	143	120	0
24019	0	2279	2285	2428	16	8	149	133	6
24172	0	2396	2425	2452	2	10	56	54	29
